Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc
713803158,Blue,430,0,72,16 April 2023,Week-16,Q2,2023,9246,0,4611,91,0,Chip,Entertainment,276.66,0
713804058,Blue,125,1,108,16 April 2023,Week-16,Q2,2023,4187,2199,4647,81,0.525,Chip,Bills,882.93,0
713804883,Blue,340,0,115,16 April 2023,Week-16,Q2,2023,1836,0,1799,28,0,Swipe,Fuel,359.8,0
713808633,Silver,420,1,95,16 April 2023,Week-16,Q2,2023,10850,1873,13794,127,0.173,Swipe,Bills,4000.26,0
713809833,Blue,355,1,89,16 April 2023,Week-16,Q2,2023,9749,859,4684,86,0.088,Swipe,Bills,702.6,0
713810658,Blue,395,1,118,16 April 2023,Week-16,Q2,2023,3384,799,13152,100,0.236,Swipe,Grocery,1578.24,1
713814408,Blue,285,0,97,16 April 2023,Week-16,Q2,2023,7901,1184,3667,66,0.15,Online,Entertainment,550.05,1
713815383,Blue,385,1,79,16 April 2023,Week-16,Q2,2023,11778,0,2147,44,0,Chip,Entertainment,579.69,1
713818158,Blue,250,0,120,16 April 2023,Week-16,Q2,2023,5068,991,5173,64,0.196,Swipe,Bills,1344.98,1
713819283,Blue,335,1,82,16 April 2023,Week-16,Q2,2023,25197,2517,3002,58,0.1,Swipe,Entertainment,630.42,1
713822208,Blue,200,1,87,16 April 2023,Week-16,Q2,2023,4836,493,1870,45,0.102,Swipe,Bills,280.5,1
713823033,Blue,250,0,99,16 April 2023,Week-16,Q2,2023,8149,0,808,30,0,Swipe,Entertainment,161.6,1
713824983,Blue,200,1,69,16 April 2023,Week-16,Q2,2023,8401,1085,7697,98,0.129,Swipe,Entertainment,2001.22,1
713826183,Blue,340,1,96,16 April 2023,Week-16,Q2,2023,1639,0,2242,44,0,Online,Entertainment,493.24,0
713827383,Blue,200,0,67,16 April 2023,Week-16,Q2,2023,3198,2493,1936,44,0.78,Swipe,Bills,503.36,0
713828208,Blue,200,1,63,16 April 2023,Week-16,Q2,2023,8311,0,1895,57,0,Swipe,Fuel,379,0
713830233,Blue,395,1,96,16 April 2023,Week-16,Q2,2023,7061,1813,1831,60,0.257,Swipe,Bills,384.51,0
713833233,Silver,250,0,87,16 April 2023,Week-16,Q2,2023,34516,1768,15134,124,0.051,Chip,Travel,4388.86,0
713834358,Blue,475,0,105,16 April 2023,Week-16,Q2,2023,4701,1492,1679,32,0.317,Swipe,Entertainment,268.64,0
713835258,Blue,140,0,55,16 April 2023,Week-16,Q2,2023,3088,2083,1561,40,0.675,Swipe,Fuel,171.71,0
713837058,Blue,295,0,71,16 April 2023,Week-16,Q2,2023,2571,1955,1234,24,0.76,Swipe,Bills,222.12,0
713843283,Silver,125,1,52,16 April 2023,Week-16,Q2,2023,34516,2053,1487,26,0.059,Swipe,Bills,252.79,0
713845083,Blue,125,1,77,16 April 2023,Week-16,Q2,2023,4203,2517,1489,43,0.599,Swipe,Bills,193.57,0
713847858,Blue,300,1,114,16 April 2023,Week-16,Q2,2023,1438.3,0,1849,43,0,Chip,Grocery,203.39,0
713850783,Blue,405,0,136,16 April 2023,Week-16,Q2,2023,4263,0,4876,70,0,Swipe,Grocery,1316.52,0
713852958,Silver,320,1,81,16 April 2023,Week-16,Q2,2023,31501,1810,3893,81,0.057,Chip,Fuel,739.67,0
713853858,Silver,175,1,96,16 April 2023,Week-16,Q2,2023,34516,1433,2589,57,0.042,Chip,Entertainment,673.14,0
713854608,Blue,125,0,60,16 April 2023,Week-16,Q2,2023,9521,1669,2444,63,0.175,Swipe,Entertainment,317.72,0
713856708,Blue,450,1,113,16 April 2023,Week-16,Q2,2023,6798,2517,4327,79,0.37,Chip,Bills,735.59,0
713857758,Blue,470,0,112,16 April 2023,Week-16,Q2,2023,5842,198,1828,44,0.034,Chip,Grocery,383.88,0
713858733,Blue,395,0,98,16 April 2023,Week-16,Q2,2023,2566,2164,4344,73,0.843,Online,Food,1259.76,0
713861733,Blue,95,1,70,16 April 2023,Week-16,Q2,2023,34516,1542,1770,65,0.045,Swipe,Bills,460.2,0
713865333,Blue,435,0,97,16 April 2023,Week-16,Q2,2023,4908,0,827,21,0,Swipe,Bills,157.13,0
713866308,Blue,370,0,157,16 April 2023,Week-16,Q2,2023,15100,2004,4135,76,0.133,Swipe,Food,620.25,0
713868033,Silver,320,1,74,16 April 2023,Week-16,Q2,2023,34516,1484,16373,114,0.043,Chip,Grocery,3602.06,0
713869083,Blue,150,0,109,16 April 2023,Week-16,Q2,2023,29394,1002,14901,92,0.034,Swipe,Bills,1341.09,0
713870958,Platinum,125,1,76,16 April 2023,Week-16,Q2,2023,34516,0,8416,93,0,Swipe,Bills,1935.68,0
713872008,Blue,350,1,90,16 April 2023,Week-16,Q2,2023,2215,1347,4656,72,0.608,Swipe,Bills,1070.88,0
713872833,Blue,280,0,77,16 April 2023,Week-16,Q2,2023,10753,1845,7302,80,0.172,Swipe,Entertainment,438.12,0
713873658,Blue,345,0,87,16 April 2023,Week-16,Q2,2023,2701,1986,4767,76,0.735,Swipe,Food,1144.08,0
713876958,Blue,430,0,83,16 April 2023,Week-16,Q2,2023,14140,845,5036,76,0.06,Chip,Grocery,654.68,0
713879283,Blue,125,1,56,16 April 2023,Week-16,Q2,2023,4580,1300,1694,34,0.284,Swipe,Fuel,474.32,0
713880633,Blue,150,1,99,16 April 2023,Week-16,Q2,2023,5905,0,8883,83,0,Chip,Travel,1776.6,0
713884458,Blue,175,1,115,16 April 2023,Week-16,Q2,2023,8783,2142,4425,83,0.244,Swipe,Travel,708,0
713886333,Blue,175,1,116,16 April 2023,Week-16,Q2,2023,18660,728,1682,43,0.039,Chip,Bills,386.86,0
713889933,Blue,125,0,86,16 April 2023,Week-16,Q2,2023,1638,0,1536,44,0,Swipe,Bills,138.24,0
713891133,Blue,190,1,91,16 April 2023,Week-16,Q2,2023,1438.3,834,1890,43,0.58,Swipe,Grocery,340.2,0
713893308,Blue,370,0,116,16 April 2023,Week-16,Q2,2023,3291,1607,1984,38,0.488,Swipe,Entertainment,396.8,0
713894358,Gold,300,0,89,16 April 2023,Week-16,Q2,2023,34516,814,7889,98,0.024,Swipe,Bills,552.23,0
713895633,Blue,285,0,73,16 April 2023,Week-16,Q2,2023,8331,0,14324,103,0,Swipe,Food,4153.96,0
713896533,Blue,445,1,106,16 April 2023,Week-16,Q2,2023,9442,838,3157,63,0.089,Swipe,Grocery,252.56,0
713899383,Blue,140,1,115,16 April 2023,Week-16,Q2,2023,3688,606,14596,120,0.164,Chip,Travel,2919.2,0
713901108,Blue,420,1,106,16 April 2023,Week-16,Q2,2023,14575,0,3444,80,0,Swipe,Bills,861,0
713902983,Blue,390,1,87,16 April 2023,Week-16,Q2,2023,1676,1372,4381,77,0.819,Swipe,Bills,832.39,0
713904708,Blue,325,1,77,16 April 2023,Week-16,Q2,2023,7582,1942,4926,85,0.256,Swipe,Fuel,1280.76,0
713905608,Blue,245,0,84,16 April 2023,Week-16,Q2,2023,8869,0,3270,63,0,Chip,Travel,882.9,0
713906508,Blue,365,1,109,16 April 2023,Week-16,Q2,2023,2837,834,3892,69,0.294,Swipe,Food,1089.76,0
713907633,Blue,250,0,99,16 April 2023,Week-16,Q2,2023,5397,1265,7791,84,0.234,Swipe,Entertainment,857.01,0
713908683,Blue,355,0,104,16 April 2023,Week-16,Q2,2023,18749,1314,1381,33,0.07,Swipe,Entertainment,151.91,0
713910108,Blue,475,0,118,16 April 2023,Week-16,Q2,2023,3946,2375,1646,43,0.602,Swipe,Bills,197.52,0
713911233,Silver,345,0,91,16 April 2023,Week-16,Q2,2023,18341,1060,7584,85,0.058,Swipe,Food,1137.6,0
713914683,Blue,175,0,102,16 April 2023,Week-16,Q2,2023,1484,885,4819,74,0.596,Swipe,Food,481.9,0
713916708,Gold,370,1,112,16 April 2023,Week-16,Q2,2023,34516,2435,7758,98,0.071,Swipe,Fuel,543.06,0
713918358,Blue,375,1,66,16 April 2023,Week-16,Q2,2023,5190,1682,4900,81,0.324,Swipe,Travel,735,0
713919183,Blue,250,1,63,16 April 2023,Week-16,Q2,2023,13824,1582,4630,74,0.114,Swipe,Grocery,324.1,0
713920158,Blue,245,1,111,16 April 2023,Week-16,Q2,2023,13733,0,1591,30,0,Swipe,Bills,127.28,0
713921058,Blue,225,1,41,16 April 2023,Week-16,Q2,2023,2897,1601,1337,25,0.553,Swipe,Bills,106.96,0
713922183,Blue,450,1,116,16 April 2023,Week-16,Q2,2023,2507,1259,4461,73,0.502,Swipe,Bills,267.66,0
713923233,Blue,300,0,60,16 April 2023,Week-16,Q2,2023,2790,2185,3392,86,0.783,Swipe,Fuel,814.08,0
713924283,Blue,385,1,78,16 April 2023,Week-16,Q2,2023,11859,1644,8930,79,0.139,Chip,Travel,1786,0
713926308,Blue,410,1,115,16 April 2023,Week-16,Q2,2023,2624,1458,4487,61,0.556,Chip,Bills,1076.88,0
713927283,Blue,125,0,105,16 April 2023,Week-16,Q2,2023,2884,2517,4809,87,0.873,Swipe,Fuel,1394.61,0
713929533,Blue,125,0,82,16 April 2023,Week-16,Q2,2023,1707,0,2060,52,0,Swipe,Fuel,391.4,0
713930433,Blue,125,0,77,16 April 2023,Week-16,Q2,2023,4316,0,1920,53,0,Swipe,Entertainment,518.4,0
713931258,Blue,495,0,153,16 April 2023,Week-16,Q2,2023,1438.3,0,1988,42,0,Swipe,Entertainment,258.44,0
713933658,Blue,270,0,89,16 April 2023,Week-16,Q2,2023,2463,1621,4118,70,0.658,Chip,Fuel,823.6,0
713934633,Blue,150,0,107,16 April 2023,Week-16,Q2,2023,4423,2517,8935,87,0.569,Online,Travel,2591.15,0
713935533,Silver,275,0,98,16 April 2023,Week-16,Q2,2023,19360,870,3966,78,0.045,Online,Bills,674.22,0
713936583,Blue,100,1,78,16 April 2023,Week-16,Q2,2023,6224,1892,2187,58,0.304,Swipe,Fuel,262.44,0
713937558,Blue,410,1,81,16 April 2023,Week-16,Q2,2023,3892,0,4318,74,0,Chip,Entertainment,993.14,0
713940033,Blue,420,1,158,16 April 2023,Week-16,Q2,2023,2049,1460,3514,79,0.713,Chip,Bills,281.12,0
713941158,Blue,175,0,76,16 April 2023,Week-16,Q2,2023,5222,2517,4433,81,0.482,Swipe,Bills,620.62,0
713943783,Blue,285,0,109,16 April 2023,Week-16,Q2,2023,18001,906,1194,25,0.05,Swipe,Entertainment,310.44,0
713944833,Blue,250,1,79,16 April 2023,Week-16,Q2,2023,24512,766,4561,78,0.031,Chip,Entertainment,866.59,0
713945883,Blue,430,1,71,16 April 2023,Week-16,Q2,2023,2490,513,864,20,0.206,Swipe,Bills,60.48,0
713947908,Blue,290,0,84,16 April 2023,Week-16,Q2,2023,1630,0,4426,91,0,Chip,Bills,619.64,0
713948808,Blue,275,1,95,16 April 2023,Week-16,Q2,2023,1602,962,4873,97,0.6,Online,Fuel,292.38,0
713949858,Blue,395,0,158,16 April 2023,Week-16,Q2,2023,1438.3,886,1674,42,0.616,Swipe,Bills,435.24,0
713952558,Blue,175,1,80,16 April 2023,Week-16,Q2,2023,1790,1474,2128,40,0.823,Chip,Entertainment,340.48,0
713953383,Blue,150,0,112,16 April 2023,Week-16,Q2,2023,2317,0,2214,41,0,Swipe,Bills,265.68,0
713956308,Blue,275,0,49,16 April 2023,Week-16,Q2,2023,3297,2297,1894,56,0.697,Swipe,Bills,492.44,0
713957283,Blue,500,0,76,16 April 2023,Week-16,Q2,2023,3214,0,2119,44,0,Swipe,Entertainment,275.47,0
713962233,Blue,100,1,104,16 April 2023,Week-16,Q2,2023,3035,2298,1877,37,0.757,Swipe,Bills,488.02,0
713964858,Blue,100,1,92,16 April 2023,Week-16,Q2,2023,2792,887,4074,81,0.318,Swipe,Entertainment,896.28,0
713965683,Platinum,460,1,83,16 April 2023,Week-16,Q2,2023,4380,0,17258,121,0,Chip,Bills,3796.76,0
713967783,Blue,285,1,68,16 April 2023,Week-16,Q2,2023,2683,1707,1582,33,0.636,Swipe,Entertainment,442.96,0
713971608,Blue,150,1,78,16 April 2023,Week-16,Q2,2023,7232,1830,4337,71,0.253,Swipe,Fuel,1170.99,0
713972658,Blue,495,1,144,16 April 2023,Week-16,Q2,2023,5335,996,1454,43,0.187,Swipe,Entertainment,276.26,0
713974533,Blue,200,1,84,16 April 2023,Week-16,Q2,2023,2555,1701,3127,45,0.666,Swipe,Grocery,875.56,0
713975433,Blue,410,1,80,16 April 2023,Week-16,Q2,2023,8851,1753,14783,110,0.198,Swipe,Grocery,1034.81,0
713976258,Blue,275,1,85,16 April 2023,Week-16,Q2,2023,1792,989,3102,63,0.552,Swipe,Food,217.14,0
713977308,Blue,195,0,73,16 April 2023,Week-16,Q2,2023,34516,2061,3820,76,0.06,Chip,Entertainment,611.2,0
713980383,Blue,125,0,99,16 April 2023,Week-16,Q2,2023,11025,0,1902,28,0,Swipe,Entertainment,304.32,0
713981283,Blue,200,0,82,16 April 2023,Week-16,Q2,2023,2814,2162,4271,88,0.768,Swipe,Fuel,1195.88,0
713982108,Blue,360,1,109,16 April 2023,Week-16,Q2,2023,3418,0,1887,20,0,Swipe,Bills,320.79,0
713983308,Blue,200,0,61,16 April 2023,Week-16,Q2,2023,3182,1928,1233,35,0.606,Swipe,Entertainment,283.59,0
713984208,Blue,400,0,156,16 April 2023,Week-16,Q2,2023,5776,874,4029,72,0.151,Swipe,Bills,765.51,0
713985183,Blue,195,0,98,16 April 2023,Week-16,Q2,2023,2799,2412,4634,91,0.862,Swipe,Entertainment,278.04,0
713986908,Gold,200,1,77,16 April 2023,Week-16,Q2,2023,10748,1084,16541,126,0.101,Chip,Fuel,1819.51,1
713987808,Blue,370,1,76,16 April 2023,Week-16,Q2,2023,5702,2165,14970,120,0.38,Chip,Travel,3293.4,1
713989233,Blue,250,1,53,16 April 2023,Week-16,Q2,2023,14434,1927,1731,32,0.134,Swipe,Fuel,450.06,1
713992158,Blue,475,0,97,16 April 2023,Week-16,Q2,2023,2159,1004,1353,30,0.465,Swipe,Entertainment,230.01,1
713993208,Blue,195,0,85,16 April 2023,Week-16,Q2,2023,1438.3,0,4314,82,0,Swipe,Bills,992.22,1
713994108,Gold,175,1,84,16 April 2023,Week-16,Q2,2023,4155,1315,15851,128,0.316,Chip,Travel,3962.75,1
713995233,Blue,465,1,74,16 April 2023,Week-16,Q2,2023,1438.3,0,4707,88,0,Swipe,Bills,470.7,1
713996283,Blue,415,0,67,16 April 2023,Week-16,Q2,2023,2352,2176,5209,93,0.925,Swipe,Grocery,937.62,0
713997183,Blue,270,0,71,16 April 2023,Week-16,Q2,2023,2791,2160,2214,56,0.774,Swipe,Fuel,509.22,0
713998233,Blue,125,0,110,16 April 2023,Week-16,Q2,2023,3586,1414,2780,57,0.394,Swipe,Entertainment,639.4,0
714000108,Blue,495,1,68,16 April 2023,Week-16,Q2,2023,6772,0,3658,66,0,Swipe,Entertainment,841.34,0
714001008,Blue,455,1,101,16 April 2023,Week-16,Q2,2023,3730,0,13997,102,0,Swipe,Bills,1119.76,0
714002658,Blue,345,1,116,16 April 2023,Week-16,Q2,2023,27732,1623,1413,31,0.059,Swipe,Entertainment,310.86,0
714003483,Platinum,415,1,69,16 April 2023,Week-16,Q2,2023,7539,0,15293,129,0,Swipe,Fuel,3211.53,0
714005508,Blue,95,0,72,16 April 2023,Week-16,Q2,2023,4146,2027,4323,64,0.489,Swipe,Fuel,1037.52,0
714006333,Blue,475,0,127,16 April 2023,Week-16,Q2,2023,2128,528,2289,41,0.248,Chip,Grocery,206.01,0
714010383,Blue,345,1,43,16 April 2023,Week-16,Q2,2023,3502,0,1895,42,0,Chip,Fuel,435.85,0
714011358,Blue,470,1,131,16 April 2023,Week-16,Q2,2023,14821,0,2876,60,0,Swipe,Fuel,690.24,0
714012258,Blue,445,1,74,16 April 2023,Week-16,Q2,2023,2429,1687,4122,74,0.695,Swipe,Fuel,1195.38,0
714013083,Blue,460,1,102,16 April 2023,Week-16,Q2,2023,3067,1874,1420,32,0.611,Swipe,Fuel,85.2,0
714013983,Blue,320,0,155,16 April 2023,Week-16,Q2,2023,1586,0,2109,41,0,Swipe,Fuel,274.17,0
714014733,Blue,280,1,112,16 April 2023,Week-16,Q2,2023,9642,1431,2172,33,0.148,Swipe,Food,499.56,0
714019083,Blue,125,0,96,16 April 2023,Week-16,Q2,2023,2019,803,8426,102,0.398,Swipe,Food,1263.9,0
714021183,Blue,355,1,59,16 April 2023,Week-16,Q2,2023,30666,1046,3709,66,0.034,Chip,Fuel,1001.43,0
714022833,Silver,435,1,97,16 April 2023,Week-16,Q2,2023,17909,0,5977,58,0,Chip,Travel,717.24,0
714023808,Blue,480,1,119,16 April 2023,Week-16,Q2,2023,13770,2517,1582,36,0.183,Online,Bills,205.66,0
714024858,Blue,420,1,58,16 April 2023,Week-16,Q2,2023,7056,0,1739,35,0,Swipe,Food,121.73,0
714028083,Blue,420,1,165,16 April 2023,Week-16,Q2,2023,2222,0,4095,65,0,Swipe,Entertainment,532.35,0
714030183,Silver,280,1,106,16 April 2023,Week-16,Q2,2023,34516,1494,3259,65,0.043,Swipe,Bills,684.39,0
714031083,Blue,125,0,155,16 April 2023,Week-16,Q2,2023,8869,0,1935,40,0,Online,Fuel,445.05,0
714031983,Silver,485,1,91,16 April 2023,Week-16,Q2,2023,11533,1418,4038,63,0.123,Swipe,Fuel,444.18,0
714032883,Blue,280,1,84,16 April 2023,Week-16,Q2,2023,4718,1591,4598,80,0.337,Swipe,Entertainment,597.74,0
714034158,Blue,200,0,117,16 April 2023,Week-16,Q2,2023,3331,1307,3946,69,0.392,Swipe,Entertainment,986.5,0
714035283,Blue,495,1,79,16 April 2023,Week-16,Q2,2023,2802,2256,2371,46,0.805,Swipe,Bills,450.49,0
714036258,Blue,250,1,93,16 April 2023,Week-16,Q2,2023,2798,1963,4255,64,0.702,Chip,Grocery,297.85,0
714037308,Blue,405,0,154,16 April 2023,Week-16,Q2,2023,2210,1002,4798,86,0.453,Swipe,Bills,383.84,0
714038433,Blue,490,0,105,16 April 2023,Week-16,Q2,2023,3252,1987,2953,72,0.611,Swipe,Entertainment,295.3,0
714041283,Blue,250,0,88,16 April 2023,Week-16,Q2,2023,6610,1663,4735,83,0.252,Swipe,Bills,804.95,0
714042108,Blue,200,0,101,16 April 2023,Week-16,Q2,2023,11000,1013,7302,86,0.092,Swipe,Food,1752.48,0
714043008,Blue,475,1,86,16 April 2023,Week-16,Q2,2023,4297,0,4310,76,0,Chip,Travel,689.6,0
714043833,Blue,200,1,115,16 April 2023,Week-16,Q2,2023,3685,1396,3016,85,0.379,Swipe,Bills,392.08,0
714045783,Blue,150,1,132,16 April 2023,Week-16,Q2,2023,2547,1965,2160,46,0.771,Chip,Fuel,324,0
714046608,Blue,175,1,106,16 April 2023,Week-16,Q2,2023,19719,1395,3572,73,0.071,Chip,Fuel,821.56,0
714047733,Blue,345,1,95,16 April 2023,Week-16,Q2,2023,4942,2119,7460,85,0.429,Swipe,Food,2088.8,0
714048783,Blue,480,0,114,16 April 2023,Week-16,Q2,2023,8026,2202,4072,72,0.274,Swipe,Entertainment,529.36,0
714051033,Blue,270,0,148,16 April 2023,Week-16,Q2,2023,3615,1699,1967,40,0.47,Online,Bills,373.73,0
714052158,Blue,175,0,78,16 April 2023,Week-16,Q2,2023,11714,949,5366,68,0.081,Swipe,Grocery,965.88,0
714053358,Blue,300,0,130,16 April 2023,Week-16,Q2,2023,3216,0,4039,81,0,Swipe,Fuel,484.68,0
714054408,Blue,400,1,100,16 April 2023,Week-16,Q2,2023,12889,1822,8272,79,0.141,Swipe,Bills,744.48,0
714058308,Blue,125,1,96,16 April 2023,Week-16,Q2,2023,2689,2384,1941,53,0.887,Chip,Fuel,291.15,0
714060408,Blue,475,0,118,16 April 2023,Week-16,Q2,2023,3052,1603,4210,82,0.525,Swipe,Fuel,547.3,0
714062958,Blue,385,0,102,16 April 2023,Week-16,Q2,2023,9887,994,2552,64,0.101,Swipe,Fuel,408.32,0
714064908,Blue,415,0,76,16 April 2023,Week-16,Q2,2023,1771,1289,4813,84,0.728,Chip,Fuel,1395.77,0
714069858,Blue,390,0,117,16 April 2023,Week-16,Q2,2023,3539,2517,1677,45,0.711,Swipe,Grocery,402.48,0
714070758,Blue,420,0,118,16 April 2023,Week-16,Q2,2023,31302,1953,1564,35,0.062,Swipe,Travel,156.4,0
714073983,Blue,430,1,65,16 April 2023,Week-16,Q2,2023,7327,0,1788,46,0,Swipe,Bills,339.72,0
714074808,Blue,355,1,94,16 April 2023,Week-16,Q2,2023,2241,1670,4653,75,0.745,Swipe,Entertainment,604.89,0
714075708,Gold,455,0,113,16 April 2023,Week-16,Q2,2023,34516,1426,4814,71,0.041,Chip,Bills,481.4,0
714076683,Blue,150,1,78,16 April 2023,Week-16,Q2,2023,3261,2517,2461,54,0.772,Swipe,Food,393.76,0
714077583,Platinum,100,1,82,16 April 2023,Week-16,Q2,2023,23981,593,4758,65,0.025,Swipe,Bills,523.38,0
714078558,Blue,245,0,112,16 April 2023,Week-16,Q2,2023,5249,0,1315,31,0,Swipe,Entertainment,92.05,0
714080433,Blue,175,1,157,16 April 2023,Week-16,Q2,2023,3144,1787,4758,67,0.568,Swipe,Fuel,1332.24,0
714081558,Blue,410,0,90,23 April 2023,Week-17,Q2,2023,2613,1599,1387,31,0.612,Swipe,Bills,277.4,0
714082308,Blue,150,1,138,23 April 2023,Week-17,Q2,2023,8656,0,8056,89,0,Swipe,Travel,1772.32,0
714083208,Blue,400,1,101,23 April 2023,Week-17,Q2,2023,1585,1304,4656,80,0.823,Chip,Fuel,512.16,0
714084483,Blue,480,0,69,23 April 2023,Week-17,Q2,2023,3855,211,1724,34,0.055,Chip,Grocery,224.12,0
714086133,Blue,395,1,116,23 April 2023,Week-17,Q2,2023,2577,1450,4576,83,0.563,Swipe,Travel,594.88,0
714087258,Blue,125,1,108,23 April 2023,Week-17,Q2,2023,1838,0,5156,72,0,Swipe,Fuel,618.72,0
714089658,Blue,360,0,107,23 April 2023,Week-17,Q2,2023,2238,0,2063,42,0,Chip,Grocery,165.04,0
714091983,Blue,300,1,81,23 April 2023,Week-17,Q2,2023,3336,1753,1168,27,0.525,Swipe,Travel,163.52,0
714093108,Blue,125,1,101,23 April 2023,Week-17,Q2,2023,7372,1210,1707,56,0.164,Swipe,Grocery,119.49,0
714097683,Blue,370,1,94,23 April 2023,Week-17,Q2,2023,1809,0,2123,44,0,Swipe,Grocery,148.61,0
714098883,Blue,125,0,117,23 April 2023,Week-17,Q2,2023,1936,1613,4773,80,0.833,Chip,Bills,1240.98,0
714100008,Blue,250,1,164,23 April 2023,Week-17,Q2,2023,5667,2517,2176,38,0.444,Chip,Fuel,435.2,0
714102183,Blue,380,1,112,23 April 2023,Week-17,Q2,2023,7970,2282,1872,41,0.286,Chip,Entertainment,224.64,0
714103083,Silver,190,1,119,23 April 2023,Week-17,Q2,2023,3263,1525,14649,110,0.467,Chip,Travel,878.94,0
714103908,Blue,100,1,122,23 April 2023,Week-17,Q2,2023,2778,743,4515,74,0.267,Swipe,Bills,1038.45,0
714106833,Blue,280,0,114,23 April 2023,Week-17,Q2,2023,5225,2290,4239,69,0.438,Chip,Food,1017.36,0
714107958,Blue,485,1,75,23 April 2023,Week-17,Q2,2023,6576,0,1465,34,0,Swipe,Travel,87.9,0
714109308,Silver,250,1,77,23 April 2023,Week-17,Q2,2023,13187,2241,15354,112,0.17,Online,Travel,2303.1,0
714111333,Blue,110,0,139,23 April 2023,Week-17,Q2,2023,5381,0,1910,38,0,Swipe,Entertainment,362.9,0
714112383,Blue,280,0,117,23 April 2023,Week-17,Q2,2023,5882,2335,1380,30,0.397,Swipe,Entertainment,276,0
714113658,Blue,440,0,109,23 April 2023,Week-17,Q2,2023,2757,1425,3992,76,0.517,Chip,Fuel,479.04,0
714115533,Blue,295,1,107,23 April 2023,Week-17,Q2,2023,2943,1789,2591,55,0.608,Swipe,Entertainment,492.29,0
714118383,Blue,490,1,103,23 April 2023,Week-17,Q2,2023,8154,0,2223,72,0,Swipe,Travel,533.52,0
714119283,Blue,480,1,91,23 April 2023,Week-17,Q2,2023,2516,0,2257,51,0,Chip,Entertainment,157.99,0
714120258,Blue,250,0,56,23 April 2023,Week-17,Q2,2023,2281,1677,2735,58,0.735,Swipe,Grocery,656.4,0
714121083,Blue,125,0,79,23 April 2023,Week-17,Q2,2023,6247,1508,5158,68,0.241,Chip,Bills,464.22,0
714121983,Blue,415,1,159,23 April 2023,Week-17,Q2,2023,4349,1400,4694,84,0.322,Swipe,Food,469.4,0
714124983,Blue,290,1,87,23 April 2023,Week-17,Q2,2023,13457,1044,3303,66,0.078,Online,Entertainment,429.39,0
714125883,Blue,340,1,113,23 April 2023,Week-17,Q2,2023,2514,1845,3696,71,0.734,Chip,Bills,517.44,0
714127383,Blue,445,0,117,23 April 2023,Week-17,Q2,2023,4431,2517,2185,48,0.568,Swipe,Food,284.05,0
714128283,Silver,380,1,77,23 April 2023,Week-17,Q2,2023,13411,1736,12493,113,0.129,Swipe,Entertainment,2123.81,0
714130233,Blue,455,1,95,23 April 2023,Week-17,Q2,2023,3047,2150,1602,37,0.706,Swipe,Travel,240.3,0
714131058,Blue,280,1,62,23 April 2023,Week-17,Q2,2023,18513,2517,1567,33,0.136,Swipe,Entertainment,438.76,0
714133158,Silver,270,1,74,23 April 2023,Week-17,Q2,2023,4224,1305,1152,31,0.309,Swipe,Bills,172.8,0
714136233,Blue,245,0,74,23 April 2023,Week-17,Q2,2023,34516,0,8417,72,0,Chip,Travel,2272.59,1
714138408,Blue,370,1,89,23 April 2023,Week-17,Q2,2023,9264,629,4107,79,0.068,Swipe,Fuel,533.91,1
714139308,Blue,150,1,108,23 April 2023,Week-17,Q2,2023,1438.3,0,4722,81,0,Swipe,Food,897.18,1
714140133,Blue,200,1,100,23 April 2023,Week-17,Q2,2023,2314,1547,4678,74,0.669,Chip,Bills,982.38,1
714141108,Blue,250,0,114,23 April 2023,Week-17,Q2,2023,6703,893,1388,28,0.133,Swipe,Bills,235.96,1
714142158,Blue,250,0,120,23 April 2023,Week-17,Q2,2023,2120,1411,3882,92,0.666,Swipe,Bills,776.4,1
714144258,Blue,150,1,105,23 April 2023,Week-17,Q2,2023,2725,2517,4430,66,0.924,Swipe,Bills,974.6,0
714145233,Silver,200,1,90,23 April 2023,Week-17,Q2,2023,34516,400,5112,49,0.012,Chip,Travel,1073.52,0
714146208,Blue,490,0,119,23 April 2023,Week-17,Q2,2023,2594,2159,3872,71,0.832,Swipe,Food,387.2,0
714147858,Blue,380,0,120,23 April 2023,Week-17,Q2,2023,18358,1044,3920,85,0.057,Chip,Entertainment,823.2,0
714148758,Blue,270,0,118,23 April 2023,Week-17,Q2,2023,1726,1398,5228,68,0.81,Swipe,Food,1150.16,0
714151533,Blue,320,1,82,23 April 2023,Week-17,Q2,2023,4589,1622,1569,33,0.353,Swipe,Entertainment,407.94,0
714154533,Blue,455,0,66,23 April 2023,Week-17,Q2,2023,3111,1994,4478,56,0.641,Chip,Entertainment,626.92,0
714155283,Blue,100,1,69,23 April 2023,Week-17,Q2,2023,6990,876,4861,77,0.125,Swipe,Food,340.27,0
714156633,Blue,470,0,120,23 April 2023,Week-17,Q2,2023,3068,0,4533,79,0,Online,Bills,634.62,0
714157908,Blue,350,1,113,23 April 2023,Week-17,Q2,2023,2376,1515,3795,71,0.638,Chip,Fuel,341.55,0
714159858,Blue,490,0,83,23 April 2023,Week-17,Q2,2023,5387,2047,1546,36,0.38,Swipe,Travel,139.14,0
